date,country_regopn,region,product,Units Sold,price,revenue,Campaign Active
08-May-25,West,Maharashtra,Jupiter,48,"82,000","39,36,000",No
08-May-25,West,Maharashtra,Raider,45,"1,25,000","56,25,000",No
08-May-25,West,Maharashtra,Apache,55,"1,35,000","74,25,000",No
08-May-25,West,Maharashtra,iQube,26,"1,10,000","28,60,000",No
08-May-25,West,Maharashtra,TVS Brand,16,"95,000","15,20,000",No
08-May-25,West,Gujarat,Jupiter,61,"82,000","50,02,000",No
08-May-25,West,Gujarat,Raider,38,"1,25,000","47,50,000",No
08-May-25,West,Gujarat,Apache,47,"1,35,000","63,45,000",No
08-May-25,West,Gujarat,iQube,28,"1,10,000","30,80,000",No
08-May-25,West,Gujarat,TVS Brand,17,"95,000","16,15,000",No
08-May-25,West,Goa,Jupiter,63,"82,000","51,66,000",No
08-May-25,West,Goa,Raider,33,"1,25,000","41,25,000",No
08-May-25,West,Goa,Apache,53,"1,35,000","71,55,000",No
08-May-25,West,Goa,iQube,28,"1,10,000","30,80,000",No
08-May-25,West,Goa,TVS Brand,18,"95,000","17,10,000",No
08-May-25,West,Madhya Pradesh,Jupiter,59,"82,000","48,38,000",No
08-May-25,West,Madhya Pradesh,Raider,43,"1,25,000","53,75,000",No
08-May-25,West,Madhya Pradesh,Apache,46,"1,35,000","62,10,000",No
08-May-25,West,Madhya Pradesh,iQube,35,"1,10,000","38,50,000",No
08-May-25,West,Madhya Pradesh,TVS Brand,16,"95,000","15,20,000",No
08-May-25,East,West Bengal,Jupiter,39,"82,000","31,98,000",No
08-May-25,East,West Bengal,Raider,25,"1,25,000","31,25,000",No
08-May-25,East,West Bengal,Apache,17,"1,35,000","22,95,000",No
08-May-25,East,West Bengal,iQube,5,"1,10,000","5,50,000",No
08-May-25,East,West Bengal,TVS Brand,10,"95,000","9,50,000",No
08-May-25,East,Bihar,Jupiter,29,"82,000","23,78,000",No
08-May-25,East,Bihar,Raider,36,"1,25,000","45,00,000",No
08-May-25,East,Bihar,Apache,26,"1,35,000","35,10,000",No
08-May-25,East,Bihar,iQube,5,"1,10,000","5,50,000",No
08-May-25,East,Bihar,TVS Brand,8,"95,000","7,60,000",No
08-May-25,East,Orissa,Jupiter,35,"82,000","28,70,000",No
08-May-25,East,Orissa,Raider,29,"1,25,000","36,25,000",No
08-May-25,East,Orissa,Apache,20,"1,35,000","27,00,000",No
08-May-25,East,Orissa,iQube,5,"1,10,000","5,50,000",No
08-May-25,East,Orissa,TVS Brand,8,"95,000","7,60,000",No
08-May-25,East,Jharkhand,Jupiter,43,"82,000","35,26,000",No
08-May-25,East,Jharkhand,Raider,30,"1,25,000","37,50,000",No
08-May-25,East,Jharkhand,Apache,21,"1,35,000","28,35,000",No
08-May-25,East,Jharkhand,iQube,6,"1,10,000","6,60,000",No
08-May-25,East,Jharkhand,TVS Brand,9,"95,000","8,55,000",No
08-May-25,East,Chhattisgarh,Jupiter,36,"82,000","29,52,000",No
08-May-25,East,Chhattisgarh,Raider,23,"1,25,000","28,75,000",No
08-May-25,East,Chhattisgarh,Apache,26,"1,35,000","35,10,000",No
08-May-25,East,Chhattisgarh,iQube,6,"1,10,000","6,60,000",No
08-May-25,East,Chhattisgarh,TVS Brand,9,"95,000","8,55,000",No
09-May-25,North,Delhi,Jupiter,60,"82,000","49,20,000",No
09-May-25,North,Delhi,Raider,36,"1,25,000","45,00,000",No
09-May-25,North,Delhi,Apache,28,"1,35,000","37,80,000",No
09-May-25,North,Delhi,iQube,18,"1,10,000","19,80,000",No
09-May-25,North,Delhi,TVS Brand,10,"95,000","9,50,000",No
09-May-25,North,Haryana,Jupiter,48,"82,000","39,36,000",No
09-May-25,North,Haryana,Raider,33,"1,25,000","41,25,000",No
09-May-25,North,Haryana,Apache,29,"1,35,000","39,15,000",No
09-May-25,North,Haryana,iQube,16,"1,10,000","17,60,000",No
09-May-25,North,Haryana,TVS Brand,12,"95,000","11,40,000",No
09-May-25,North,Punjab,Jupiter,44,"82,000","36,08,000",No
09-May-25,North,Punjab,Raider,33,"1,25,000","41,25,000",No
09-May-25,North,Punjab,Apache,26,"1,35,000","35,10,000",No
09-May-25,North,Punjab,iQube,17,"1,10,000","18,70,000",No
09-May-25,North,Punjab,TVS Brand,12,"95,000","11,40,000",No
09-May-25,North,Uttar Pradesh,Jupiter,50,"82,000","41,00,000",No
09-May-25,North,Uttar Pradesh,Raider,41,"1,25,000","51,25,000",No
09-May-25,North,Uttar Pradesh,Apache,34,"1,35,000","45,90,000",No
09-May-25,North,Uttar Pradesh,iQube,17,"1,10,000","18,70,000",No
09-May-25,North,Uttar Pradesh,TVS Brand,14,"95,000","13,30,000",No
09-May-25,North,Uttaranchal,Jupiter,44,"82,000","36,08,000",No
09-May-25,North,Uttaranchal,Raider,33,"1,25,000","41,25,000",No
09-May-25,North,Uttaranchal,Apache,33,"1,35,000","44,55,000",No
09-May-25,North,Uttaranchal,iQube,17,"1,10,000","18,70,000",No
09-May-25,North,Uttaranchal,TVS Brand,12,"95,000","11,40,000",No
09-May-25,North,Himachal Pradesh,Jupiter,38,"82,000","31,16,000",No
09-May-25,North,Himachal Pradesh,Raider,42,"1,25,000","52,50,000",No
09-May-25,North,Himachal Pradesh,Apache,21,"1,35,000","28,35,000",No
09-May-25,North,Himachal Pradesh,iQube,19,"1,10,000","20,90,000",No
09-May-25,North,Himachal Pradesh,TVS Brand,16,"95,000","15,20,000",No
09-May-25,North,Jammu & Kashmir,Jupiter,51,"82,000","41,82,000",No
09-May-25,North,Jammu & Kashmir,Raider,35,"1,25,000","43,75,000",No
09-May-25,North,Jammu & Kashmir,Apache,32,"1,35,000","43,20,000",No
09-May-25,North,Jammu & Kashmir,iQube,15,"1,10,000","16,50,000",No
09-May-25,North,Jammu & Kashmir,TVS Brand,12,"95,000","11,40,000",No
09-May-25,North,Chandigarh,Jupiter,50,"82,000","41,00,000",No
09-May-25,North,Chandigarh,Raider,44,"1,25,000","55,00,000",No
09-May-25,North,Chandigarh,Apache,28,"1,35,000","37,80,000",No
09-May-25,North,Chandigarh,iQube,18,"1,10,000","19,80,000",No
09-May-25,North,Chandigarh,TVS Brand,15,"95,000","14,25,000",No
09-May-25,North,Rajasthan,Jupiter,41,"82,000","33,62,000",No
09-May-25,North,Rajasthan,Raider,33,"1,25,000","41,25,000",No
09-May-25,North,Rajasthan,Apache,28,"1,35,000","37,80,000",No
09-May-25,North,Rajasthan,iQube,17,"1,10,000","18,70,000",No
09-May-25,North,Rajasthan,TVS Brand,12,"95,000","11,40,000",No
09-May-25,South,Karnataka,Jupiter,72,"82,000","59,04,000",No
09-May-25,South,Karnataka,Raider,48,"1,25,000","60,00,000",No
09-May-25,South,Karnataka,Apache,58,"1,35,000","78,30,000",No
09-May-25,South,Karnataka,iQube,38,"1,10,000","41,80,000",No
09-May-25,South,Karnataka,TVS Brand,18,"95,000","17,10,000",No
09-May-25,South,Tamil Nadu,Jupiter,64,"82,000","52,48,000",No
09-May-25,South,Tamil Nadu,Raider,51,"1,25,000","63,75,000",No
09-May-25,South,Tamil Nadu,Apache,54,"1,35,000","72,90,000",No
09-May-25,South,Tamil Nadu,iQube,45,"1,10,000","49,50,000",No
09-May-25,South,Tamil Nadu,TVS Brand,17,"95,000","16,15,000",No
09-May-25,South,Kerala,Jupiter,66,"82,000","54,12,000",No
09-May-25,South,Kerala,Raider,33,"1,25,000","41,25,000",No
09-May-25,South,Kerala,Apache,56,"1,35,000","75,60,000",No
09-May-25,South,Kerala,iQube,39,"1,10,000","42,90,000",No
09-May-25,South,Kerala,TVS Brand,16,"95,000","15,20,000",No
09-May-25,South,Andhra Pradesh,Jupiter,88,"82,000","72,16,000",No
09-May-25,South,Andhra Pradesh,Raider,45,"1,25,000","56,25,000",No
09-May-25,South,Andhra Pradesh,Apache,49,"1,35,000","66,15,000",No
09-May-25,South,Andhra Pradesh,iQube,48,"1,10,000","52,80,000",No
09-May-25,South,Andhra Pradesh,TVS Brand,22,"95,000","20,90,000",No
09-May-25,South,Pondicherry,Jupiter,73,"82,000","59,86,000",No
09-May-25,South,Pondicherry,Raider,47,"1,25,000","58,75,000",No
09-May-25,South,Pondicherry,Apache,51,"1,35,000","68,85,000",No
09-May-25,South,Pondicherry,iQube,40,"1,10,000","44,00,000",No
09-May-25,South,Pondicherry,TVS Brand,16,"95,000","15,20,000",No
09-May-25,West,Maharashtra,Jupiter,55,"82,000","45,10,000",No
09-May-25,West,Maharashtra,Raider,38,"1,25,000","47,50,000",No
09-May-25,West,Maharashtra,Apache,53,"1,35,000","71,55,000",No
09-May-25,West,Maharashtra,iQube,31,"1,10,000","34,10,000",No
09-May-25,West,Maharashtra,TVS Brand,15,"95,000","14,25,000",No
09-May-25,West,Gujarat,Jupiter,65,"82,000","53,30,000",No
09-May-25,West,Gujarat,Raider,37,"1,25,000","46,25,000",No
09-May-25,West,Gujarat,Apache,45,"1,35,000","60,75,000",No
09-May-25,West,Gujarat,iQube,25,"1,10,000","27,50,000",No
09-May-25,West,Gujarat,TVS Brand,17,"95,000","16,15,000",No
09-May-25,West,Goa,Jupiter,59,"82,000","48,38,000",No
09-May-25,West,Goa,Raider,37,"1,25,000","46,25,000",No
09-May-25,West,Goa,Apache,52,"1,35,000","70,20,000",No
09-May-25,West,Goa,iQube,31,"1,10,000","34,10,000",No
09-May-25,West,Goa,TVS Brand,13,"95,000","12,35,000",No
09-May-25,West,Madhya Pradesh,Jupiter,70,"82,000","57,40,000",No
09-May-25,West,Madhya Pradesh,Raider,40,"1,25,000","50,00,000",No
09-May-25,West,Madhya Pradesh,Apache,51,"1,35,000","68,85,000",No
09-May-25,West,Madhya Pradesh,iQube,35,"1,10,000","38,50,000",No
09-May-25,West,Madhya Pradesh,TVS Brand,17,"95,000","16,15,000",No
09-May-25,East,West Bengal,Jupiter,36,"82,000","29,52,000",No
09-May-25,East,West Bengal,Raider,23,"1,25,000","28,75,000",No
09-May-25,East,West Bengal,Apache,17,"1,35,000","22,95,000",No
09-May-25,East,West Bengal,iQube,5,"1,10,000","5,50,000",No
09-May-25,East,West Bengal,TVS Brand,9,"95,000","8,55,000",No
09-May-25,East,Bihar,Jupiter,31,"82,000","25,42,000",No
09-May-25,East,Bihar,Raider,29,"1,25,000","36,25,000",No
09-May-25,East,Bihar,Apache,21,"1,35,000","28,35,000",No
09-May-25,East,Bihar,iQube,6,"1,10,000","6,60,000",No
09-May-25,East,Bihar,TVS Brand,9,"95,000","8,55,000",No
09-May-25,East,Orissa,Jupiter,43,"82,000","35,26,000",No
09-May-25,East,Orissa,Raider,27,"1,25,000","33,75,000",No
09-May-25,East,Orissa,Apache,21,"1,35,000","28,35,000",No
09-May-25,East,Orissa,iQube,6,"1,10,000","6,60,000",No
09-May-25,East,Orissa,TVS Brand,8,"95,000","7,60,000",No
09-May-25,East,Jharkhand,Jupiter,34,"82,000","27,88,000",No
09-May-25,East,Jharkhand,Raider,23,"1,25,000","28,75,000",No
09-May-25,East,Jharkhand,Apache,23,"1,35,000","31,05,000",No
09-May-25,East,Jharkhand,iQube,6,"1,10,000","6,60,000",No
09-May-25,East,Jharkhand,TVS Brand,8,"95,000","7,60,000",No
09-May-25,East,Chhattisgarh,Jupiter,34,"82,000","27,88,000",No
09-May-25,East,Chhattisgarh,Raider,23,"1,25,000","28,75,000",No
09-May-25,East,Chhattisgarh,Apache,18,"1,35,000","24,30,000",No
09-May-25,East,Chhattisgarh,iQube,7,"1,10,000","7,70,000",No
09-May-25,East,Chhattisgarh,TVS Brand,8,"95,000","7,60,000",No
10-May-25,North,Delhi,Jupiter,60,"82,000","49,20,000",No
10-May-25,North,Delhi,Raider,32,"1,25,000","40,00,000",No
10-May-25,North,Delhi,Apache,39,"1,35,000","52,65,000",No
10-May-25,North,Delhi,iQube,18,"1,10,000","19,80,000",No
10-May-25,North,Delhi,TVS Brand,18,"95,000","17,10,000",No
10-May-25,North,Haryana,Jupiter,60,"82,000","49,20,000",No
10-May-25,North,Haryana,Raider,42,"1,25,000","52,50,000",No
10-May-25,North,Haryana,Apache,37,"1,35,000","49,95,000",No
10-May-25,North,Haryana,iQube,20,"1,10,000","22,00,000",No
10-May-25,North,Haryana,TVS Brand,16,"95,000","15,20,000",No
10-May-25,North,Punjab,Jupiter,66,"82,000","54,12,000",No
10-May-25,North,Punjab,Raider,36,"1,25,000","45,00,000",No
10-May-25,North,Punjab,Apache,38,"1,35,000","51,30,000",No
10-May-25,North,Punjab,iQube,21,"1,10,000","23,10,000",No
10-May-25,North,Punjab,TVS Brand,18,"95,000","17,10,000",No
10-May-25,North,Uttar Pradesh,Jupiter,78,"82,000","63,96,000",No
10-May-25,North,Uttar Pradesh,Raider,41,"1,25,000","51,25,000",No
10-May-25,North,Uttar Pradesh,Apache,44,"1,35,000","59,40,000",No
10-May-25,North,Uttar Pradesh,iQube,20,"1,10,000","22,00,000",No
10-May-25,North,Uttar Pradesh,TVS Brand,18,"95,000","17,10,000",No
10-May-25,North,Uttaranchal,Jupiter,69,"82,000","56,58,000",No
10-May-25,North,Uttaranchal,Raider,36,"1,25,000","45,00,000",No
10-May-25,North,Uttaranchal,Apache,40,"1,35,000","54,00,000",No
10-May-25,North,Uttaranchal,iQube,20,"1,10,000","22,00,000",No
10-May-25,North,Uttaranchal,TVS Brand,20,"95,000","19,00,000",No
10-May-25,North,Himachal Pradesh,Jupiter,58,"82,000","47,56,000",No
10-May-25,North,Himachal Pradesh,Raider,43,"1,25,000","53,75,000",No
10-May-25,North,Himachal Pradesh,Apache,39,"1,35,000","52,65,000",No
10-May-25,North,Himachal Pradesh,iQube,22,"1,10,000","24,20,000",No
10-May-25,North,Himachal Pradesh,TVS Brand,16,"95,000","15,20,000",No
10-May-25,North,Jammu & Kashmir,Jupiter,62,"82,000","50,84,000",No
10-May-25,North,Jammu & Kashmir,Raider,49,"1,25,000","61,25,000",No
10-May-25,North,Jammu & Kashmir,Apache,32,"1,35,000","43,20,000",No
10-May-25,North,Jammu & Kashmir,iQube,19,"1,10,000","20,90,000",No
10-May-25,North,Jammu & Kashmir,TVS Brand,15,"95,000","14,25,000",No
10-May-25,North,Chandigarh,Jupiter,57,"82,000","46,74,000",No
10-May-25,North,Chandigarh,Raider,50,"1,25,000","62,50,000",No
10-May-25,North,Chandigarh,Apache,37,"1,35,000","49,95,000",No
10-May-25,North,Chandigarh,iQube,20,"1,10,000","22,00,000",No
10-May-25,North,Chandigarh,TVS Brand,20,"95,000","19,00,000",No
10-May-25,North,Rajasthan,Jupiter,63,"82,000","51,66,000",No
10-May-25,North,Rajasthan,Raider,47,"1,25,000","58,75,000",No
10-May-25,North,Rajasthan,Apache,40,"1,35,000","54,00,000",No
10-May-25,North,Rajasthan,iQube,22,"1,10,000","24,20,000",No
10-May-25,North,Rajasthan,TVS Brand,14,"95,000","13,30,000",No
10-May-25,South,Karnataka,Jupiter,99,"82,000","81,18,000",No
10-May-25,South,Karnataka,Raider,67,"1,25,000","83,75,000",No
10-May-25,South,Karnataka,Apache,64,"1,35,000","86,40,000",No
10-May-25,South,Karnataka,iQube,46,"1,10,000","50,60,000",No
10-May-25,South,Karnataka,TVS Brand,20,"95,000","19,00,000",No
10-May-25,South,Tamil Nadu,Jupiter,108,"82,000","88,56,000",No
10-May-25,South,Tamil Nadu,Raider,63,"1,25,000","78,75,000",No
10-May-25,South,Tamil Nadu,Apache,65,"1,35,000","87,75,000",No
10-May-25,South,Tamil Nadu,iQube,47,"1,10,000","51,70,000",No
10-May-25,South,Tamil Nadu,TVS Brand,25,"95,000","23,75,000",No
10-May-25,South,Kerala,Jupiter,91,"82,000","74,62,000",No
10-May-25,South,Kerala,Raider,62,"1,25,000","77,50,000",No
10-May-25,South,Kerala,Apache,68,"1,35,000","91,80,000",No
10-May-25,South,Kerala,iQube,45,"1,10,000","49,50,000",No
10-May-25,South,Kerala,TVS Brand,27,"95,000","25,65,000",No
10-May-25,South,Andhra Pradesh,Jupiter,86,"82,000","70,52,000",No
10-May-25,South,Andhra Pradesh,Raider,64,"1,25,000","80,00,000",No
10-May-25,South,Andhra Pradesh,Apache,90,"1,35,000","1,21,50,000",No
10-May-25,South,Andhra Pradesh,iQube,43,"1,10,000","47,30,000",No
10-May-25,South,Andhra Pradesh,TVS Brand,15,"95,000","14,25,000",No
10-May-25,South,Pondicherry,Jupiter,111,"82,000","91,02,000",No
10-May-25,South,Pondicherry,Raider,56,"1,25,000","70,00,000",No
10-May-25,South,Pondicherry,Apache,61,"1,35,000","82,35,000",No
10-May-25,South,Pondicherry,iQube,60,"1,10,000","66,00,000",No
10-May-25,South,Pondicherry,TVS Brand,20,"95,000","19,00,000",No
10-May-25,West,Maharashtra,Jupiter,67,"82,000","54,94,000",No
10-May-25,West,Maharashtra,Raider,42,"1,25,000","52,50,000",No
10-May-25,West,Maharashtra,Apache,56,"1,35,000","75,60,000",No
10-May-25,West,Maharashtra,iQube,35,"1,10,000","38,50,000",No
10-May-25,West,Maharashtra,TVS Brand,20,"95,000","19,00,000",No
10-May-25,West,Gujarat,Jupiter,88,"82,000","72,16,000",No
10-May-25,West,Gujarat,Raider,57,"1,25,000","71,25,000",No
10-May-25,West,Gujarat,Apache,57,"1,35,000","76,95,000",No
10-May-25,West,Gujarat,iQube,32,"1,10,000","35,20,000",No
10-May-25,West,Gujarat,TVS Brand,23,"95,000","21,85,000",No
10-May-25,West,Goa,Jupiter,63,"82,000","51,66,000",No
10-May-25,West,Goa,Raider,51,"1,25,000","63,75,000",No
10-May-25,West,Goa,Apache,56,"1,35,000","75,60,000",No
10-May-25,West,Goa,iQube,36,"1,10,000","39,60,000",No
10-May-25,West,Goa,TVS Brand,17,"95,000","16,15,000",No
10-May-25,West,Madhya Pradesh,Jupiter,69,"82,000","56,58,000",No
10-May-25,West,Madhya Pradesh,Raider,52,"1,25,000","65,00,000",No
10-May-25,West,Madhya Pradesh,Apache,49,"1,35,000","66,15,000",No
10-May-25,West,Madhya Pradesh,iQube,39,"1,10,000","42,90,000",No
10-May-25,West,Madhya Pradesh,TVS Brand,17,"95,000","16,15,000",No
10-May-25,East,West Bengal,Jupiter,49,"82,000","40,18,000",No
10-May-25,East,West Bengal,Raider,36,"1,25,000","45,00,000",No
10-May-25,East,West Bengal,Apache,34,"1,35,000","45,90,000",No
10-May-25,East,West Bengal,iQube,6,"1,10,000","6,60,000",No
10-May-25,East,West Bengal,TVS Brand,11,"95,000","10,45,000",No
10-May-25,East,Bihar,Jupiter,46,"82,000","37,72,000",No
10-May-25,East,Bihar,Raider,33,"1,25,000","41,25,000",No
10-May-25,East,Bihar,Apache,29,"1,35,000","39,15,000",No
10-May-25,East,Bihar,iQube,6,"1,10,000","6,60,000",No
10-May-25,East,Bihar,TVS Brand,13,"95,000","12,35,000",No
10-May-25,East,Orissa,Jupiter,47,"82,000","38,54,000",No
10-May-25,East,Orissa,Raider,38,"1,25,000","47,50,000",No
10-May-25,East,Orissa,Apache,30,"1,35,000","40,50,000",No
10-May-25,East,Orissa,iQube,7,"1,10,000","7,70,000",No
10-May-25,East,Orissa,TVS Brand,11,"95,000","10,45,000",No
10-May-25,East,Jharkhand,Jupiter,47,"82,000","38,54,000",No
10-May-25,East,Jharkhand,Raider,29,"1,25,000","36,25,000",No
10-May-25,East,Jharkhand,Apache,34,"1,35,000","45,90,000",No
10-May-25,East,Jharkhand,iQube,7,"1,10,000","7,70,000",No
10-May-25,East,Jharkhand,TVS Brand,9,"95,000","8,55,000",No
10-May-25,East,Chhattisgarh,Jupiter,49,"82,000","40,18,000",No
10-May-25,East,Chhattisgarh,Raider,31,"1,25,000","38,75,000",No
10-May-25,East,Chhattisgarh,Apache,25,"1,35,000","33,75,000",No
10-May-25,East,Chhattisgarh,iQube,6,"1,10,000","6,60,000",No
10-May-25,East,Chhattisgarh,TVS Brand,12,"95,000","11,40,000",No
11-May-25,North,Delhi,Jupiter,71,"82,000","58,22,000",No
11-May-25,North,Delhi,Raider,50,"1,25,000","62,50,000",No
11-May-25,North,Delhi,Apache,32,"1,35,000","43,20,000",No
11-May-25,North,Delhi,iQube,24,"1,10,000","26,40,000",No
11-May-25,North,Delhi,TVS Brand,14,"95,000","13,30,000",No
11-May-25,North,Haryana,Jupiter,61,"82,000","50,02,000",No
11-May-25,North,Haryana,Raider,36,"1,25,000","45,00,000",No
11-May-25,North,Haryana,Apache,33,"1,35,000","44,55,000",No
11-May-25,North,Haryana,iQube,20,"1,10,000","22,00,000",No
11-May-25,North,Haryana,TVS Brand,14,"95,000","13,30,000",No
11-May-25,North,Punjab,Jupiter,67,"82,000","54,94,000",No
11-May-25,North,Punjab,Raider,39,"1,25,000","48,75,000",No
11-May-25,North,Punjab,Apache,42,"1,35,000","56,70,000",No
11-May-25,North,Punjab,iQube,28,"1,10,000","30,80,000",No
11-May-25,North,Punjab,TVS Brand,20,"95,000","19,00,000",No
11-May-25,North,Uttar Pradesh,Jupiter,48,"82,000","39,36,000",No
11-May-25,North,Uttar Pradesh,Raider,37,"1,25,000","46,25,000",No
11-May-25,North,Uttar Pradesh,Apache,42,"1,35,000","56,70,000",No
11-May-25,North,Uttar Pradesh,iQube,22,"1,10,000","24,20,000",No
11-May-25,North,Uttar Pradesh,TVS Brand,19,"95,000","18,05,000",No
11-May-25,North,Uttaranchal,Jupiter,60,"82,000","49,20,000",No
11-May-25,North,Uttaranchal,Raider,47,"1,25,000","58,75,000",No
11-May-25,North,Uttaranchal,Apache,40,"1,35,000","54,00,000",No
11-May-25,North,Uttaranchal,iQube,19,"1,10,000","20,90,000",No
11-May-25,North,Uttaranchal,TVS Brand,19,"95,000","18,05,000",No
11-May-25,North,Himachal Pradesh,Jupiter,47,"82,000","38,54,000",No
11-May-25,North,Himachal Pradesh,Raider,46,"1,25,000","57,50,000",No
11-May-25,North,Himachal Pradesh,Apache,37,"1,35,000","49,95,000",No
11-May-25,North,Himachal Pradesh,iQube,22,"1,10,000","24,20,000",No
11-May-25,North,Himachal Pradesh,TVS Brand,16,"95,000","15,20,000",No
11-May-25,North,Jammu & Kashmir,Jupiter,61,"82,000","50,02,000",No
11-May-25,North,Jammu & Kashmir,Raider,41,"1,25,000","51,25,000",No
11-May-25,North,Jammu & Kashmir,Apache,41,"1,35,000","55,35,000",No
11-May-25,North,Jammu & Kashmir,iQube,18,"1,10,000","19,80,000",No
11-May-25,North,Jammu & Kashmir,TVS Brand,15,"95,000","14,25,000",No
11-May-25,North,Chandigarh,Jupiter,57,"82,000","46,74,000",No
11-May-25,North,Chandigarh,Raider,45,"1,25,000","56,25,000",No
11-May-25,North,Chandigarh,Apache,43,"1,35,000","58,05,000",No
11-May-25,North,Chandigarh,iQube,18,"1,10,000","19,80,000",No
11-May-25,North,Chandigarh,TVS Brand,12,"95,000","11,40,000",No
11-May-25,North,Rajasthan,Jupiter,69,"82,000","56,58,000",No
11-May-25,North,Rajasthan,Raider,42,"1,25,000","52,50,000",No
11-May-25,North,Rajasthan,Apache,45,"1,35,000","60,75,000",No
11-May-25,North,Rajasthan,iQube,21,"1,10,000","23,10,000",No
11-May-25,North,Rajasthan,TVS Brand,16,"95,000","15,20,000",No
11-May-25,South,Karnataka,Jupiter,79,"82,000","64,78,000",No
11-May-25,South,Karnataka,Raider,48,"1,25,000","60,00,000",No
11-May-25,South,Karnataka,Apache,73,"1,35,000","98,55,000",No
11-May-25,South,Karnataka,iQube,48,"1,10,000","52,80,000",No
11-May-25,South,Karnataka,TVS Brand,19,"95,000","18,05,000",No
11-May-25,South,Tamil Nadu,Jupiter,107,"82,000","87,74,000",No
11-May-25,South,Tamil Nadu,Raider,56,"1,25,000","70,00,000",No
11-May-25,South,Tamil Nadu,Apache,72,"1,35,000","97,20,000",No
11-May-25,South,Tamil Nadu,iQube,53,"1,10,000","58,30,000",No
11-May-25,South,Tamil Nadu,TVS Brand,23,"95,000","21,85,000",No
11-May-25,South,Kerala,Jupiter,74,"82,000","60,68,000",No
11-May-25,South,Kerala,Raider,41,"1,25,000","51,25,000",No
11-May-25,South,Kerala,Apache,68,"1,35,000","91,80,000",No
11-May-25,South,Kerala,iQube,45,"1,10,000","49,50,000",No
11-May-25,South,Kerala,TVS Brand,17,"95,000","16,15,000",No
11-May-25,South,Andhra Pradesh,Jupiter,76,"82,000","62,32,000",No
11-May-25,South,Andhra Pradesh,Raider,57,"1,25,000","71,25,000",No
11-May-25,South,Andhra Pradesh,Apache,77,"1,35,000","1,03,95,000",No
11-May-25,South,Andhra Pradesh,iQube,43,"1,10,000","47,30,000",No
11-May-25,South,Andhra Pradesh,TVS Brand,22,"95,000","20,90,000",No
11-May-25,South,Pondicherry,Jupiter,83,"82,000","68,06,000",No
11-May-25,South,Pondicherry,Raider,41,"1,25,000","51,25,000",No
11-May-25,South,Pondicherry,Apache,69,"1,35,000","93,15,000",No
11-May-25,South,Pondicherry,iQube,51,"1,10,000","56,10,000",No
11-May-25,South,Pondicherry,TVS Brand,25,"95,000","23,75,000",No
11-May-25,West,Maharashtra,Jupiter,78,"82,000","63,96,000",No
11-May-25,West,Maharashtra,Raider,55,"1,25,000","68,75,000",No
11-May-25,West,Maharashtra,Apache,63,"1,35,000","85,05,000",No
11-May-25,West,Maharashtra,iQube,36,"1,10,000","39,60,000",No
11-May-25,West,Maharashtra,TVS Brand,20,"95,000","19,00,000",No
11-May-25,West,Gujarat,Jupiter,52,"82,000","42,64,000",No
11-May-25,West,Gujarat,Raider,36,"1,25,000","45,00,000",No
11-May-25,West,Gujarat,Apache,63,"1,35,000","85,05,000",No
11-May-25,West,Gujarat,iQube,50,"1,10,000","55,00,000",No
11-May-25,West,Gujarat,TVS Brand,20,"95,000","19,00,000",No
11-May-25,West,Goa,Jupiter,74,"82,000","60,68,000",No
11-May-25,West,Goa,Raider,50,"1,25,000","62,50,000",No
11-May-25,West,Goa,Apache,69,"1,35,000","93,15,000",No
11-May-25,West,Goa,iQube,44,"1,10,000","48,40,000",No
11-May-25,West,Goa,TVS Brand,20,"95,000","19,00,000",No
11-May-25,West,Madhya Pradesh,Jupiter,69,"82,000","56,58,000",No
11-May-25,West,Madhya Pradesh,Raider,44,"1,25,000","55,00,000",No
11-May-25,West,Madhya Pradesh,Apache,67,"1,35,000","90,45,000",No
11-May-25,West,Madhya Pradesh,iQube,41,"1,10,000","45,10,000",No
11-May-25,West,Madhya Pradesh,TVS Brand,19,"95,000","18,05,000",No
11-May-25,East,West Bengal,Jupiter,39,"82,000","31,98,000",No
11-May-25,East,West Bengal,Raider,32,"1,25,000","40,00,000",No
11-May-25,East,West Bengal,Apache,31,"1,35,000","41,85,000",No
11-May-25,East,West Bengal,iQube,7,"1,10,000","7,70,000",No
11-May-25,East,West Bengal,TVS Brand,9,"95,000","8,55,000",No
11-May-25,East,Bihar,Jupiter,44,"82,000","36,08,000",No
11-May-25,East,Bihar,Raider,36,"1,25,000","45,00,000",No
11-May-25,East,Bihar,Apache,31,"1,35,000","41,85,000",No
11-May-25,East,Bihar,iQube,8,"1,10,000","8,80,000",No
11-May-25,East,Bihar,TVS Brand,11,"95,000","10,45,000",No
11-May-25,East,Orissa,Jupiter,51,"82,000","41,82,000",No
11-May-25,East,Orissa,Raider,32,"1,25,000","40,00,000",No
11-May-25,East,Orissa,Apache,33,"1,35,000","44,55,000",No
11-May-25,East,Orissa,iQube,6,"1,10,000","6,60,000",No
11-May-25,East,Orissa,TVS Brand,13,"95,000","12,35,000",No
11-May-25,East,Jharkhand,Jupiter,51,"82,000","41,82,000",No
11-May-25,East,Jharkhand,Raider,35,"1,25,000","43,75,000",No
11-May-25,East,Jharkhand,Apache,27,"1,35,000","36,45,000",No
11-May-25,East,Jharkhand,iQube,8,"1,10,000","8,80,000",No
11-May-25,East,Jharkhand,TVS Brand,10,"95,000","9,50,000",No
