date,larger_region,region,product,enquiries,dealer_visits,sales,price,revenue,Campaign Active
04-Aug-25,North,Himachal Pradesh,iQube,126,77,19,"1,10,000","20,90,000",No
04-Aug-25,North,Himachal Pradesh,TVS Brand,50,38,16,"95,000","15,20,000",No
04-Aug-25,North,Jammu & Kashmir,Jupiter,240,145,63,"82,000","51,66,000",No
04-Aug-25,North,Jammu & Kashmir,Raider,159,91,32,"1,25,000","40,00,000",No
04-Aug-25,North,Jammu & Kashmir,Apache,131,89,30,"1,35,000","40,50,000",No
04-Aug-25,North,Jammu & Kashmir,iQube,138,89,23,"1,10,000","25,30,000",No
04-Aug-25,North,Jammu & Kashmir,TVS Brand,53,30,14,"95,000","13,30,000",No
04-Aug-25,North,Chandigarh,Jupiter,284,200,57,"82,000","46,74,000",No
04-Aug-25,North,Chandigarh,Raider,305,181,50,"1,25,000","62,50,000",No
04-Aug-25,North,Chandigarh,Apache,256,157,39,"1,35,000","52,65,000",No
04-Aug-25,North,Chandigarh,iQube,175,82,20,"1,10,000","22,00,000",No
04-Aug-25,North,Chandigarh,TVS Brand,67,42,15,"95,000","14,25,000",No
04-Aug-25,North,Rajasthan,Jupiter,296,154,61,"82,000","50,02,000",No
04-Aug-25,North,Rajasthan,Raider,238,136,42,"1,25,000","52,50,000",No
04-Aug-25,North,Rajasthan,Apache,164,82,26,"1,35,000","35,10,000",No
04-Aug-25,North,Rajasthan,iQube,127,68,18,"1,10,000","19,80,000",No
04-Aug-25,North,Rajasthan,TVS Brand,76,46,19,"95,000","18,05,000",No
04-Aug-25,South,Karnataka,Jupiter,466,265,82,"82,000","67,24,000",No
04-Aug-25,South,Karnataka,Raider,258,140,43,"1,25,000","53,75,000",No
04-Aug-25,South,Karnataka,Apache,304,191,46,"1,35,000","62,10,000",No
04-Aug-25,South,Karnataka,iQube,402,235,44,"1,10,000","48,40,000",No
04-Aug-25,South,Karnataka,TVS Brand,113,64,22,"95,000","20,90,000",No
04-Aug-25,South,Tamil Nadu,Jupiter,520,328,89,"82,000","72,98,000",No
04-Aug-25,South,Tamil Nadu,Raider,397,224,56,"1,25,000","70,00,000",No
04-Aug-25,South,Tamil Nadu,Apache,350,188,48,"1,35,000","64,80,000",No
04-Aug-25,South,Tamil Nadu,iQube,440,235,46,"1,10,000","50,60,000",No
04-Aug-25,South,Tamil Nadu,TVS Brand,121,69,23,"95,000","21,85,000",No
04-Aug-25,South,Kerala,Jupiter,293,203,60,"82,000","49,20,000",No
04-Aug-25,South,Kerala,Raider,258,160,47,"1,25,000","58,75,000",No
04-Aug-25,South,Kerala,Apache,481,247,65,"1,35,000","87,75,000",No
04-Aug-25,South,Kerala,iQube,314,178,35,"1,10,000","38,50,000",No
04-Aug-25,South,Kerala,TVS Brand,83,58,21,"95,000","19,95,000",No
04-Aug-25,South,Andhra Pradesh,Jupiter,378,276,80,"82,000","65,60,000",No
04-Aug-25,South,Andhra Pradesh,Raider,238,133,38,"1,25,000","47,50,000",No
04-Aug-25,South,Andhra Pradesh,Apache,319,164,47,"1,35,000","63,45,000",No
04-Aug-25,South,Andhra Pradesh,iQube,414,191,45,"1,10,000","49,50,000",No
04-Aug-25,South,Andhra Pradesh,TVS Brand,88,51,21,"95,000","19,95,000",No
04-Aug-25,South,Pondicherry,Jupiter,414,270,82,"82,000","67,24,000",No
04-Aug-25,South,Pondicherry,Raider,305,179,54,"1,25,000","67,50,000",No
04-Aug-25,South,Pondicherry,Apache,331,197,55,"1,35,000","74,25,000",No
04-Aug-25,South,Pondicherry,iQube,314,201,41,"1,10,000","45,10,000",No
04-Aug-25,South,Pondicherry,TVS Brand,76,44,18,"95,000","17,10,000",No
04-Aug-25,West,Maharashtra,Jupiter,364,271,62,"82,000","50,84,000",No
04-Aug-25,West,Maharashtra,Raider,317,204,46,"1,25,000","57,50,000",No
04-Aug-25,West,Maharashtra,Apache,467,296,65,"1,35,000","87,75,000",No
04-Aug-25,West,Maharashtra,iQube,351,199,38,"1,10,000","41,80,000",No
04-Aug-25,West,Maharashtra,TVS Brand,84,46,16,"95,000","15,20,000",No
04-Aug-25,West,Gujarat,Jupiter,288,207,59,"82,000","48,38,000",No
04-Aug-25,West,Gujarat,Raider,233,142,39,"1,25,000","48,75,000",No
04-Aug-25,West,Gujarat,Apache,303,189,51,"1,35,000","68,85,000",No
04-Aug-25,West,Gujarat,iQube,348,188,38,"1,10,000","41,80,000",No
04-Aug-25,West,Gujarat,TVS Brand,92,51,19,"95,000","18,05,000",No
04-Aug-25,West,Goa,Jupiter,285,180,56,"82,000","45,92,000",No
04-Aug-25,West,Goa,Raider,229,144,39,"1,25,000","48,75,000",No
04-Aug-25,West,Goa,Apache,334,222,55,"1,35,000","74,25,000",No
04-Aug-25,West,Goa,iQube,319,154,34,"1,10,000","37,40,000",No
04-Aug-25,West,Goa,TVS Brand,54,33,12,"95,000","11,40,000",No
04-Aug-25,West,Madhya Pradesh,Jupiter,367,218,78,"82,000","63,96,000",No
04-Aug-25,West,Madhya Pradesh,Raider,301,185,52,"1,25,000","65,00,000",No
04-Aug-25,West,Madhya Pradesh,Apache,298,170,49,"1,35,000","66,15,000",No
04-Aug-25,West,Madhya Pradesh,iQube,202,102,27,"1,10,000","29,70,000",No
04-Aug-25,West,Madhya Pradesh,TVS Brand,70,46,21,"95,000","19,95,000",No
04-Aug-25,East,West Bengal,Jupiter,208,125,42,"82,000","34,44,000",No
04-Aug-25,East,West Bengal,Raider,245,107,39,"1,25,000","48,75,000",No
04-Aug-25,East,West Bengal,Apache,131,79,21,"1,35,000","28,35,000",No
04-Aug-25,East,West Bengal,iQube,52,27,6,"1,10,000","6,60,000",No
04-Aug-25,East,West Bengal,TVS Brand,42,26,10,"95,000","9,50,000",No
04-Aug-25,East,Bihar,Jupiter,194,116,44,"82,000","36,08,000",No
04-Aug-25,East,Bihar,Raider,161,85,28,"1,25,000","35,00,000",No
04-Aug-25,East,Bihar,Apache,145,79,26,"1,35,000","35,10,000",No
04-Aug-25,East,Bihar,iQube,41,26,6,"1,10,000","6,60,000",No
04-Aug-25,East,Bihar,TVS Brand,31,25,11,"95,000","10,45,000",No
04-Aug-25,East,Orissa,Jupiter,183,118,44,"82,000","36,08,000",No
04-Aug-25,East,Orissa,Raider,148,95,30,"1,25,000","37,50,000",No
04-Aug-25,East,Orissa,Apache,163,94,30,"1,35,000","40,50,000",No
04-Aug-25,East,Orissa,iQube,60,34,8,"1,10,000","8,80,000",No
04-Aug-25,East,Orissa,TVS Brand,37,23,10,"95,000","9,50,000",No
04-Aug-25,East,Jharkhand,Jupiter,146,93,36,"82,000","29,52,000",No
04-Aug-25,East,Jharkhand,Raider,160,88,30,"1,25,000","37,50,000",No
04-Aug-25,East,Jharkhand,Apache,151,90,29,"1,35,000","39,15,000",No
04-Aug-25,East,Jharkhand,iQube,44,25,6,"1,10,000","6,60,000",No
04-Aug-25,East,Jharkhand,TVS Brand,35,24,11,"95,000","10,45,000",No
04-Aug-25,East,Chhattisgarh,Jupiter,190,117,47,"82,000","38,54,000",No
04-Aug-25,East,Chhattisgarh,Raider,139,74,27,"1,25,000","33,75,000",No
04-Aug-25,East,Chhattisgarh,Apache,139,80,28,"1,35,000","37,80,000",No
04-Aug-25,East,Chhattisgarh,iQube,46,25,7,"1,10,000","7,70,000",No
04-Aug-25,East,Chhattisgarh,TVS Brand,28,18,9,"95,000","8,55,000",No
05-Aug-25,North,Delhi,Jupiter,260,164,46,"82,000","37,72,000",No
05-Aug-25,North,Delhi,Raider,231,115,32,"1,25,000","40,00,000",No
05-Aug-25,North,Delhi,Apache,303,186,41,"1,35,000","55,35,000",No
05-Aug-25,North,Delhi,iQube,232,117,21,"1,10,000","23,10,000",No
05-Aug-25,North,Delhi,TVS Brand,81,51,16,"95,000","15,20,000",No
05-Aug-25,North,Haryana,Jupiter,278,212,63,"82,000","51,66,000",No
05-Aug-25,North,Haryana,Raider,263,158,42,"1,25,000","52,50,000",No
05-Aug-25,North,Haryana,Apache,280,124,35,"1,35,000","47,25,000",No
05-Aug-25,North,Haryana,iQube,144,96,19,"1,10,000","20,90,000",No
05-Aug-25,North,Haryana,TVS Brand,55,33,13,"95,000","12,35,000",No
05-Aug-25,North,Punjab,Jupiter,290,177,59,"82,000","48,38,000",No
05-Aug-25,North,Punjab,Raider,265,160,40,"1,25,000","50,00,000",No
05-Aug-25,North,Punjab,Apache,203,122,36,"1,35,000","48,60,000",No
05-Aug-25,North,Punjab,iQube,157,89,20,"1,10,000","22,00,000",No
05-Aug-25,North,Punjab,TVS Brand,43,29,11,"95,000","10,45,000",No
05-Aug-25,North,Uttar Pradesh,Jupiter,209,122,46,"82,000","37,72,000",No
05-Aug-25,North,Uttar Pradesh,Raider,205,147,41,"1,25,000","51,25,000",No
05-Aug-25,North,Uttar Pradesh,Apache,207,121,35,"1,35,000","47,25,000",No
05-Aug-25,North,Uttar Pradesh,iQube,110,68,16,"1,10,000","17,60,000",No
05-Aug-25,North,Uttar Pradesh,TVS Brand,55,34,13,"95,000","12,35,000",No
05-Aug-25,North,Uttaranchal,Jupiter,236,126,52,"82,000","42,64,000",No
05-Aug-25,North,Uttaranchal,Raider,173,123,39,"1,25,000","48,75,000",No
05-Aug-25,North,Uttaranchal,Apache,187,101,32,"1,35,000","43,20,000",No
05-Aug-25,North,Uttaranchal,iQube,121,58,16,"1,10,000","17,60,000",No
05-Aug-25,North,Uttaranchal,TVS Brand,48,30,15,"95,000","14,25,000",No
05-Aug-25,North,Himachal Pradesh,Jupiter,266,163,64,"82,000","52,48,000",No
05-Aug-25,North,Himachal Pradesh,Raider,161,94,36,"1,25,000","45,00,000",No
05-Aug-25,North,Himachal Pradesh,Apache,205,99,33,"1,35,000","44,55,000",No
05-Aug-25,North,Himachal Pradesh,iQube,112,56,15,"1,10,000","16,50,000",No
05-Aug-25,North,Himachal Pradesh,TVS Brand,42,30,13,"95,000","12,35,000",No
05-Aug-25,North,Jammu & Kashmir,Jupiter,248,145,59,"82,000","48,38,000",No
05-Aug-25,North,Jammu & Kashmir,Raider,214,137,43,"1,25,000","53,75,000",No
05-Aug-25,North,Jammu & Kashmir,Apache,177,114,37,"1,35,000","49,95,000",No
05-Aug-25,North,Jammu & Kashmir,iQube,134,72,21,"1,10,000","23,10,000",No
05-Aug-25,North,Jammu & Kashmir,TVS Brand,49,37,16,"95,000","15,20,000",No
05-Aug-25,North,Chandigarh,Jupiter,276,208,61,"82,000","50,02,000",No
05-Aug-25,North,Chandigarh,Raider,240,172,42,"1,25,000","52,50,000",No
05-Aug-25,North,Chandigarh,Apache,241,140,36,"1,35,000","48,60,000",No
05-Aug-25,North,Chandigarh,iQube,209,110,21,"1,10,000","23,10,000",No
05-Aug-25,North,Chandigarh,TVS Brand,60,38,13,"95,000","12,35,000",No
05-Aug-25,North,Rajasthan,Jupiter,233,167,54,"82,000","44,28,000",No
05-Aug-25,North,Rajasthan,Raider,209,130,39,"1,25,000","48,75,000",No
05-Aug-25,North,Rajasthan,Apache,196,102,31,"1,35,000","41,85,000",No
05-Aug-25,North,Rajasthan,iQube,164,87,20,"1,10,000","22,00,000",No
05-Aug-25,North,Rajasthan,TVS Brand,61,42,17,"95,000","16,15,000",No
05-Aug-25,South,Karnataka,Jupiter,444,287,77,"82,000","63,14,000",No
05-Aug-25,South,Karnataka,Raider,247,187,46,"1,25,000","57,50,000",No
05-Aug-25,South,Karnataka,Apache,384,248,54,"1,35,000","72,90,000",No
05-Aug-25,South,Karnataka,iQube,499,273,52,"1,10,000","57,20,000",No
05-Aug-25,South,Karnataka,TVS Brand,95,62,20,"95,000","19,00,000",No
05-Aug-25,South,Tamil Nadu,Jupiter,470,255,78,"82,000","63,96,000",No
05-Aug-25,South,Tamil Nadu,Raider,347,235,55,"1,25,000","68,75,000",No
05-Aug-25,South,Tamil Nadu,Apache,443,274,63,"1,35,000","85,05,000",No
05-Aug-25,South,Tamil Nadu,iQube,346,189,41,"1,10,000","45,10,000",No
05-Aug-25,South,Tamil Nadu,TVS Brand,87,57,20,"95,000","19,00,000",No
05-Aug-25,South,Kerala,Jupiter,423,262,79,"82,000","64,78,000",No
05-Aug-25,South,Kerala,Raider,232,157,48,"1,25,000","60,00,000",No
05-Aug-25,South,Kerala,Apache,390,215,58,"1,35,000","78,30,000",No
05-Aug-25,South,Kerala,iQube,425,222,46,"1,10,000","50,60,000",No
05-Aug-25,South,Kerala,TVS Brand,73,46,18,"95,000","17,10,000",No
05-Aug-25,South,Andhra Pradesh,Jupiter,411,241,85,"82,000","69,70,000",No
05-Aug-25,South,Andhra Pradesh,Raider,326,190,54,"1,25,000","67,50,000",No
05-Aug-25,South,Andhra Pradesh,Apache,402,231,62,"1,35,000","83,70,000",No
05-Aug-25,South,Andhra Pradesh,iQube,305,192,41,"1,10,000","45,10,000",No
05-Aug-25,South,Andhra Pradesh,TVS Brand,70,50,17,"95,000","16,15,000",No
05-Aug-25,South,Pondicherry,Jupiter,330,217,78,"82,000","63,96,000",No
05-Aug-25,South,Pondicherry,Raider,238,160,50,"1,25,000","62,50,000",No
05-Aug-25,South,Pondicherry,Apache,330,243,63,"1,35,000","85,05,000",No
05-Aug-25,South,Pondicherry,iQube,351,178,41,"1,10,000","45,10,000",No
05-Aug-25,South,Pondicherry,TVS Brand,80,49,22,"95,000","20,90,000",No
05-Aug-25,West,Maharashtra,Jupiter,391,269,71,"82,000","58,22,000",No
05-Aug-25,West,Maharashtra,Raider,228,164,36,"1,25,000","45,00,000",No
05-Aug-25,West,Maharashtra,Apache,523,274,62,"1,35,000","83,70,000",No
05-Aug-25,West,Maharashtra,iQube,300,167,32,"1,10,000","35,20,000",No
05-Aug-25,West,Maharashtra,TVS Brand,94,50,17,"95,000","16,15,000",No
05-Aug-25,West,Gujarat,Jupiter,359,208,62,"82,000","50,84,000",No
05-Aug-25,West,Gujarat,Raider,270,143,41,"1,25,000","51,25,000",No
05-Aug-25,West,Gujarat,Apache,352,211,52,"1,35,000","70,20,000",No
05-Aug-25,West,Gujarat,iQube,290,186,34,"1,10,000","37,40,000",No
05-Aug-25,West,Gujarat,TVS Brand,77,49,18,"95,000","17,10,000",No
05-Aug-25,West,Goa,Jupiter,355,215,62,"82,000","50,84,000",No
05-Aug-25,West,Goa,Raider,283,129,42,"1,25,000","52,50,000",No
05-Aug-25,West,Goa,Apache,379,220,56,"1,35,000","75,60,000",No
05-Aug-25,West,Goa,iQube,271,163,33,"1,10,000","36,30,000",No
05-Aug-25,West,Goa,TVS Brand,85,55,20,"95,000","19,00,000",No
05-Aug-25,West,Madhya Pradesh,Jupiter,286,143,50,"82,000","41,00,000",No
05-Aug-25,West,Madhya Pradesh,Raider,251,154,47,"1,25,000","58,75,000",No
05-Aug-25,West,Madhya Pradesh,Apache,317,169,54,"1,35,000","72,90,000",No
05-Aug-25,West,Madhya Pradesh,iQube,208,134,32,"1,10,000","35,20,000",No
05-Aug-25,West,Madhya Pradesh,TVS Brand,52,28,14,"95,000","13,30,000",No
05-Aug-25,East,West Bengal,Jupiter,225,124,41,"82,000","33,62,000",No
05-Aug-25,East,West Bengal,Raider,156,70,25,"1,25,000","31,25,000",No
05-Aug-25,East,West Bengal,Apache,160,81,23,"1,35,000","31,05,000",No
05-Aug-25,East,West Bengal,iQube,53,27,6,"1,10,000","6,60,000",No
05-Aug-25,East,West Bengal,TVS Brand,38,24,9,"95,000","8,55,000",No
05-Aug-25,East,Bihar,Jupiter,165,101,40,"82,000","32,80,000",No
05-Aug-25,East,Bihar,Raider,100,55,21,"1,25,000","26,25,000",No
05-Aug-25,East,Bihar,Apache,127,73,24,"1,35,000","32,40,000",No
05-Aug-25,East,Bihar,iQube,43,28,7,"1,10,000","7,70,000",No
05-Aug-25,East,Bihar,TVS Brand,28,18,8,"95,000","7,60,000",No
05-Aug-25,East,Orissa,Jupiter,176,102,40,"82,000","32,80,000",No
05-Aug-25,East,Orissa,Raider,152,100,34,"1,25,000","42,50,000",No
05-Aug-25,East,Orissa,Apache,107,81,26,"1,35,000","35,10,000",No
05-Aug-25,East,Orissa,iQube,44,25,6,"1,10,000","6,60,000",No
05-Aug-25,East,Orissa,TVS Brand,37,20,11,"95,000","10,45,000",No
05-Aug-25,East,Jharkhand,Jupiter,156,129,48,"82,000","39,36,000",No
05-Aug-25,East,Jharkhand,Raider,139,97,30,"1,25,000","37,50,000",No
05-Aug-25,East,Jharkhand,Apache,104,70,22,"1,35,000","29,70,000",No
05-Aug-25,East,Jharkhand,iQube,46,23,6,"1,10,000","6,60,000",No
05-Aug-25,East,Jharkhand,TVS Brand,27,23,9,"95,000","8,55,000",No
05-Aug-25,East,Chhattisgarh,Jupiter,196,106,43,"82,000","35,26,000",No
05-Aug-25,East,Chhattisgarh,Raider,149,88,30,"1,25,000","37,50,000",No
05-Aug-25,East,Chhattisgarh,Apache,120,60,22,"1,35,000","29,70,000",No
05-Aug-25,East,Chhattisgarh,iQube,48,29,7,"1,10,000","7,70,000",No
05-Aug-25,East,Chhattisgarh,TVS Brand,32,19,9,"95,000","8,55,000",No
06-Aug-25,North,Delhi,Jupiter,284,173,49,"82,000","40,18,000",No
06-Aug-25,North,Delhi,Raider,196,141,32,"1,25,000","40,00,000",No
06-Aug-25,North,Delhi,Apache,292,158,38,"1,35,000","51,30,000",No
06-Aug-25,North,Delhi,iQube,185,92,17,"1,10,000","18,70,000",No
06-Aug-25,North,Delhi,TVS Brand,62,40,13,"95,000","12,35,000",No
06-Aug-25,North,Haryana,Jupiter,249,162,49,"82,000","40,18,000",No
06-Aug-25,North,Haryana,Raider,211,145,38,"1,25,000","47,50,000",No
06-Aug-25,North,Haryana,Apache,242,131,35,"1,35,000","47,25,000",No
06-Aug-25,North,Haryana,iQube,144,79,17,"1,10,000","18,70,000",No
06-Aug-25,North,Haryana,TVS Brand,61,42,14,"95,000","13,30,000",No
06-Aug-25,North,Punjab,Jupiter,272,177,56,"82,000","45,92,000",No
06-Aug-25,North,Punjab,Raider,236,154,43,"1,25,000","53,75,000",No
06-Aug-25,North,Punjab,Apache,239,149,36,"1,35,000","48,60,000",No
06-Aug-25,North,Punjab,iQube,164,103,21,"1,10,000","23,10,000",No
06-Aug-25,North,Punjab,TVS Brand,65,36,14,"95,000","13,30,000",No
06-Aug-25,North,Uttar Pradesh,Jupiter,191,122,41,"82,000","33,62,000",No
06-Aug-25,North,Uttar Pradesh,Raider,198,121,37,"1,25,000","46,25,000",No
06-Aug-25,North,Uttar Pradesh,Apache,211,116,33,"1,35,000","44,55,000",No
06-Aug-25,North,Uttar Pradesh,iQube,163,94,21,"1,10,000","23,10,000",No
06-Aug-25,North,Uttar Pradesh,TVS Brand,54,34,14,"95,000","13,30,000",No
06-Aug-25,North,Uttaranchal,Jupiter,194,129,49,"82,000","40,18,000",No
06-Aug-25,North,Uttaranchal,Raider,173,98,34,"1,25,000","42,50,000",No
06-Aug-25,North,Uttaranchal,Apache,211,131,41,"1,35,000","55,35,000",No
06-Aug-25,North,Uttaranchal,iQube,124,68,17,"1,10,000","18,70,000",No
06-Aug-25,North,Uttaranchal,TVS Brand,59,30,14,"95,000","13,30,000",No
06-Aug-25,North,Himachal Pradesh,Jupiter,176,116,44,"82,000","36,08,000",No
06-Aug-25,North,Himachal Pradesh,Raider,154,110,35,"1,25,000","43,75,000",No
06-Aug-25,North,Himachal Pradesh,Apache,203,124,39,"1,35,000","52,65,000",No
06-Aug-25,North,Himachal Pradesh,iQube,155,93,23,"1,10,000","25,30,000",No
06-Aug-25,North,Himachal Pradesh,TVS Brand,50,38,16,"95,000","15,20,000",No
06-Aug-25,North,Jammu & Kashmir,Jupiter,221,141,55,"82,000","45,10,000",No
06-Aug-25,North,Jammu & Kashmir,Raider,210,136,49,"1,25,000","61,25,000",No
06-Aug-25,North,Jammu & Kashmir,Apache,145,100,31,"1,35,000","41,85,000",No
06-Aug-25,North,Jammu & Kashmir,iQube,112,70,19,"1,10,000","20,90,000",No
06-Aug-25,North,Jammu & Kashmir,TVS Brand,42,24,13,"95,000","12,35,000",No
06-Aug-25,North,Chandigarh,Jupiter,299,207,61,"82,000","50,02,000",No
06-Aug-25,North,Chandigarh,Raider,233,142,41,"1,25,000","51,25,000",No
06-Aug-25,North,Chandigarh,Apache,225,136,32,"1,35,000","43,20,000",No
06-Aug-25,North,Chandigarh,iQube,195,103,21,"1,10,000","23,10,000",No
06-Aug-25,North,Chandigarh,TVS Brand,63,39,14,"95,000","13,30,000",No
06-Aug-25,North,Rajasthan,Jupiter,220,152,51,"82,000","41,82,000",No
06-Aug-25,North,Rajasthan,Raider,185,125,37,"1,25,000","46,25,000",No
06-Aug-25,North,Rajasthan,Apache,227,112,37,"1,35,000","49,95,000",No
06-Aug-25,North,Rajasthan,iQube,195,97,23,"1,10,000","25,30,000",No
06-Aug-25,North,Rajasthan,TVS Brand,72,51,19,"95,000","18,05,000",No
06-Aug-25,South,Karnataka,Jupiter,477,313,84,"82,000","68,88,000",No
06-Aug-25,South,Karnataka,Raider,302,201,48,"1,25,000","60,00,000",No
06-Aug-25,South,Karnataka,Apache,482,286,64,"1,35,000","86,40,000",No
06-Aug-25,South,Karnataka,iQube,435,275,46,"1,10,000","50,60,000",No
06-Aug-25,South,Karnataka,TVS Brand,111,51,20,"95,000","19,00,000",No
06-Aug-25,South,Tamil Nadu,Jupiter,513,275,85,"82,000","69,70,000",No
06-Aug-25,South,Tamil Nadu,Raider,345,173,51,"1,25,000","63,75,000",No
06-Aug-25,South,Tamil Nadu,Apache,396,212,53,"1,35,000","71,55,000",No
06-Aug-25,South,Tamil Nadu,iQube,370,208,41,"1,10,000","45,10,000",No
06-Aug-25,South,Tamil Nadu,TVS Brand,89,57,20,"95,000","19,00,000",No
06-Aug-25,South,Kerala,Jupiter,369,234,77,"82,000","63,14,000",No
06-Aug-25,South,Kerala,Raider,316,208,54,"1,25,000","67,50,000",No
06-Aug-25,South,Kerala,Apache,283,181,48,"1,35,000","64,80,000",No
06-Aug-25,South,Kerala,iQube,420,210,48,"1,10,000","52,80,000",No
06-Aug-25,South,Kerala,TVS Brand,58,38,17,"95,000","16,15,000",No
06-Aug-25,South,Andhra Pradesh,Jupiter,415,348,104,"82,000","85,28,000",No
06-Aug-25,South,Andhra Pradesh,Raider,324,193,55,"1,25,000","68,75,000",No
06-Aug-25,South,Andhra Pradesh,Apache,358,186,53,"1,35,000","71,55,000",No
06-Aug-25,South,Andhra Pradesh,iQube,517,250,54,"1,10,000","59,40,000",No
06-Aug-25,South,Andhra Pradesh,TVS Brand,57,39,14,"95,000","13,30,000",No
06-Aug-25,South,Pondicherry,Jupiter,437,282,88,"82,000","72,16,000",No
06-Aug-25,South,Pondicherry,Raider,309,161,51,"1,25,000","63,75,000",No
06-Aug-25,South,Pondicherry,Apache,420,227,68,"1,35,000","91,80,000",No
06-Aug-25,South,Pondicherry,iQube,308,210,45,"1,10,000","49,50,000",No
06-Aug-25,South,Pondicherry,TVS Brand,98,49,23,"95,000","21,85,000",No
06-Aug-25,West,Maharashtra,Jupiter,363,241,66,"82,000","54,12,000",No
06-Aug-25,West,Maharashtra,Raider,348,234,51,"1,25,000","63,75,000",No
06-Aug-25,West,Maharashtra,Apache,322,196,45,"1,35,000","60,75,000",No
06-Aug-25,West,Maharashtra,iQube,369,191,36,"1,10,000","39,60,000",No
06-Aug-25,West,Maharashtra,TVS Brand,99,62,21,"95,000","19,95,000",No
06-Aug-25,West,Gujarat,Jupiter,385,232,70,"82,000","57,40,000",No
06-Aug-25,West,Gujarat,Raider,289,167,44,"1,25,000","55,00,000",No
06-Aug-25,West,Gujarat,Apache,277,186,52,"1,35,000","70,20,000",No
06-Aug-25,West,Gujarat,iQube,285,177,33,"1,10,000","36,30,000",No
06-Aug-25,West,Gujarat,TVS Brand,82,56,19,"95,000","18,05,000",No
06-Aug-25,West,Goa,Jupiter,368,227,68,"82,000","55,76,000",No
06-Aug-25,West,Goa,Raider,217,124,38,"1,25,000","47,50,000",No
06-Aug-25,West,Goa,Apache,376,297,63,"1,35,000","85,05,000",No
06-Aug-25,West,Goa,iQube,348,212,39,"1,10,000","42,90,000",No
06-Aug-25,West,Goa,TVS Brand,69,51,17,"95,000","16,15,000",No
06-Aug-25,West,Madhya Pradesh,Jupiter,268,173,62,"82,000","50,84,000",No
06-Aug-25,West,Madhya Pradesh,Raider,213,122,42,"1,25,000","52,50,000",No
06-Aug-25,West,Madhya Pradesh,Apache,286,179,53,"1,35,000","71,55,000",No
06-Aug-25,West,Madhya Pradesh,iQube,228,135,32,"1,10,000","35,20,000",No
06-Aug-25,West,Madhya Pradesh,TVS Brand,56,40,16,"95,000","15,20,000",No
06-Aug-25,East,West Bengal,Jupiter,145,104,31,"82,000","25,42,000",No
06-Aug-25,East,West Bengal,Raider,162,96,29,"1,25,000","36,25,000",No
06-Aug-25,East,West Bengal,Apache,155,77,22,"1,35,000","29,70,000",No
06-Aug-25,East,West Bengal,iQube,54,30,7,"1,10,000","7,70,000",No
06-Aug-25,East,West Bengal,TVS Brand,37,22,9,"95,000","8,55,000",No
06-Aug-25,East,Bihar,Jupiter,217,127,48,"82,000","39,36,000",No
06-Aug-25,East,Bihar,Raider,168,99,32,"1,25,000","40,00,000",No
06-Aug-25,East,Bihar,Apache,121,70,23,"1,35,000","31,05,000",No
06-Aug-25,East,Bihar,iQube,41,23,6,"1,10,000","6,60,000",No
06-Aug-25,East,Bihar,TVS Brand,29,18,8,"95,000","7,60,000",No
06-Aug-25,East,Orissa,Jupiter,175,104,42,"82,000","34,44,000",No
06-Aug-25,East,Orissa,Raider,147,95,32,"1,25,000","40,00,000",No
06-Aug-25,East,Orissa,Apache,122,78,24,"1,35,000","32,40,000",No
06-Aug-25,East,Orissa,iQube,43,25,6,"1,10,000","6,60,000",No
06-Aug-25,East,Orissa,TVS Brand,30,19,9,"95,000","8,55,000",No
06-Aug-25,East,Jharkhand,Jupiter,131,93,39,"82,000","31,98,000",No
06-Aug-25,East,Jharkhand,Raider,128,85,29,"1,25,000","36,25,000",No
06-Aug-25,East,Jharkhand,Apache,146,78,24,"1,35,000","32,40,000",No
06-Aug-25,East,Jharkhand,iQube,52,25,7,"1,10,000","7,70,000",No
06-Aug-25,East,Jharkhand,TVS Brand,28,19,9,"95,000","8,55,000",No
06-Aug-25,East,Chhattisgarh,Jupiter,146,89,38,"82,000","31,16,000",No
06-Aug-25,East,Chhattisgarh,Raider,142,76,30,"1,25,000","37,50,000",No
06-Aug-25,East,Chhattisgarh,Apache,116,62,21,"1,35,000","28,35,000",No
06-Aug-25,East,Chhattisgarh,iQube,40,22,6,"1,10,000","6,60,000",No
06-Aug-25,East,Chhattisgarh,TVS Brand,36,25,11,"95,000","10,45,000",No
07-Aug-25,North,Delhi,Jupiter,238,185,45,"82,000","36,90,000",No
07-Aug-25,North,Delhi,Raider,300,196,44,"1,25,000","55,00,000",No
07-Aug-25,North,Delhi,Apache,286,175,36,"1,35,000","48,60,000",No
07-Aug-25,North,Delhi,iQube,180,103,18,"1,10,000","19,80,000",No
07-Aug-25,North,Delhi,TVS Brand,78,45,14,"95,000","13,30,000",No
07-Aug-25,North,Haryana,Jupiter,314,181,55,"82,000","45,10,000",No
07-Aug-25,North,Haryana,Raider,225,139,40,"1,25,000","50,00,000",No
07-Aug-25,North,Haryana,Apache,335,167,47,"1,35,000","63,45,000",No
07-Aug-25,North,Haryana,iQube,155,80,17,"1,10,000","18,70,000",No
07-Aug-25,North,Haryana,TVS Brand,54,39,14,"95,000","13,30,000",No
07-Aug-25,North,Punjab,Jupiter,223,141,47,"82,000","38,54,000",No
07-Aug-25,North,Punjab,Raider,237,150,43,"1,25,000","53,75,000",No
07-Aug-25,North,Punjab,Apache,245,152,39,"1,35,000","52,65,000",No
